Date,Revenue / Sales,Expenses,Profit,Assets,Liabilities,Cash In,Cash Out,Department,Category
2028-01-27,900,0,900,1825260,81470,900,0,Salle,Ventes bar
2028-01-27,0,170,-170,1825260,81470,0,170,Cuisine,Produits menagers
2028-01-28,1450,0,1450,1818070,81580,1450,0,Cuisine,Ventes plats a emporter
2028-01-28,820,0,820,1818070,81580,820,0,Salle,Ventes repas midi
2028-01-28,1080,0,1080,1818070,81580,1080,0,Salle,Ventes repas soir
2028-01-28,0,250,-250,1818070,81580,0,250,Cuisine,Achats fournisseurs
2028-01-28,0,170,-170,1818070,81580,0,170,Cuisine,Produits menagers
2028-01-28,0,2080,-2080,1818070,81580,0,2080,Administration,Salaires
2028-01-29,950,0,950,1826400,81560,950,0,Salle,Ventes repas midi
2028-01-29,0,200,-200,1826400,81560,0,200,Cuisine,Produits menagers
2028-01-29,0,310,-310,1826400,81560,0,310,Cuisine,Achats fournisseurs
2028-01-29,1420,0,1420,1826400,81560,1420,0,Salle,Ventes bar
2028-01-29,1500,0,1500,1826400,81560,1500,0,Salle,Ventes repas soir
2028-01-30,0,450,-450,1829130,81770,0,450,Cuisine,Achats fournisseurs
2028-01-31,0,330,-330,1828380,82030,0,330,Cuisine,Petit equipement
2028-01-31,510,0,510,1828380,82030,510,0,Salle,Ventes repas midi
2028-01-31,760,0,760,1828380,82030,760,0,Salle,Ventes evenements
2028-01-31,1140,0,1140,1828380,82030,1140,0,Cuisine,Ventes plats a emporter
2028-01-31,0,240,-240,1828380,82030,0,240,Cuisine,Achats fournisseurs
2028-02-01,0,930,-930,1822730,81840,0,930,Administration,Electricite / Eau
2028-02-01,0,2750,-2750,1822730,81840,0,2750,Administration,Loyer
2028-02-01,0,430,-430,1822730,81840,0,430,Cuisine,Gaz
2028-02-01,0,150,-150,1822730,81840,0,150,Cuisine,Produits menagers
2028-02-01,0,440,-440,1822730,81840,0,440,Administration,Taxes / Impots
2028-02-01,610,0,610,1822730,81840,610,0,Salle,Ventes evenements
2028-02-01,190,0,190,1822730,81840,190,0,Salle,Ventes repas soir
2028-02-01,640,0,640,1822730,81840,640,0,Salle,Ventes bar
2028-02-01,0,270,-270,1822730,81840,0,270,Cuisine,Achats fournisseurs
2028-02-02,0,150,-150,1820670,81870,0,150,Cuisine,Produits menagers
2028-02-02,0,560,-560,1820670,81870,0,560,Cuisine,Achats fournisseurs
2028-02-02,960,0,960,1820670,81870,960,0,Salle,Ventes bar
2028-02-02,540,0,540,1820670,81870,540,0,Salle,Ventes repas soir
2028-02-02,730,0,730,1820670,81870,730,0,Cuisine,Ventes plats a emporter
2028-02-03,410,0,410,1827030,81780,410,0,Salle,Ventes evenements
2028-02-03,550,0,550,1827030,81780,550,0,Salle,Ventes repas midi
2028-02-03,670,0,670,1827030,81780,670,0,Salle,Ventes bar
2028-02-03,0,50,-50,1827030,81780,0,50,Cuisine,Produits menagers
2028-02-04,850,0,850,1822290,81960,850,0,Salle,Ventes repas midi
2028-02-04,510,0,510,1822290,81960,510,0,Salle,Ventes repas soir
2028-02-04,690,0,690,1822290,81960,690,0,Salle,Ventes bar
2028-02-04,0,110,-110,1822290,81960,0,110,Cuisine,Produits menagers
2028-02-04,0,2280,-2280,1822290,81960,0,2280,Administration,Salaires
2028-02-05,0,310,-310,1827280,81850,0,310,Administration,Marketing / Pub
2028-02-05,0,360,-360,1827280,81850,0,360,Cuisine,Achats fournisseurs
2028-02-05,1090,0,1090,1827280,81850,1090,0,Cuisine,Ventes plats a emporter
2028-02-05,1480,0,1480,1827280,81850,1480,0,Salle,Ventes repas midi
2028-02-05,510,0,510,1827280,81850,510,0,Salle,Ventes repas soir
2028-02-06,0,300,-300,1823700,81780,0,300,Cuisine,Achats fournisseurs
2028-02-07,220,0,220,1829310,81800,220,0,Salle,Ventes bar
2028-02-07,230,0,230,1829310,81800,230,0,Salle,Ventes repas midi
2028-02-07,620,0,620,1829310,81800,620,0,Salle,Ventes evenements
2028-02-07,0,480,-480,1829310,81800,0,480,Cuisine,Achats fournisseurs
2028-02-08,620,0,620,1829860,82010,620,0,Salle,Ventes bar
2028-02-08,470,0,470,1829860,82010,470,0,Salle,Ventes repas soir
2028-02-08,510,0,510,1829860,82010,510,0,Cuisine,Ventes plats a emporter
2028-02-08,0,170,-170,1829860,82010,0,170,Cuisine,Produits menagers
2028-02-09,0,180,-180,1828140,81920,0,180,Cuisine,Produits menagers
2028-02-09,1050,0,1050,1828140,81920,1050,0,Salle,Ventes bar
2028-02-09,0,270,-270,1828140,81920,0,270,Cuisine,Achats fournisseurs
2028-02-09,680,0,680,1828140,81920,680,0,Cuisine,Ventes plats a emporter
2028-02-09,290,0,290,1828140,81920,290,0,Salle,Ventes repas soir
2028-02-10,530,0,530,1830620,81950,530,0,Salle,Ventes evenements
2028-02-10,260,0,260,1830620,81950,260,0,Salle,Ventes repas midi
2028-02-10,670,0,670,1830620,81950,670,0,Cuisine,Ventes plats a emporter
2028-02-10,0,110,-110,1830620,81950,0,110,Cuisine,Produits menagers
2028-02-11,520,0,520,1833830,82020,520,0,Salle,Ventes repas soir
2028-02-11,290,0,290,1833830,82020,290,0,Salle,Ventes evenements
2028-02-11,850,0,850,1833830,82020,850,0,Cuisine,Ventes plats a emporter
2028-02-11,0,480,-480,1833830,82020,0,480,Cuisine,Achats fournisseurs
2028-02-11,0,3350,-3350,1833830,82020,0,3350,Administration,Salaires
2028-02-12,0,80,-80,1833770,81910,0,80,Cuisine,Produits menagers
2028-02-12,980,0,980,1833770,81910,980,0,Salle,Ventes repas soir
2028-02-12,0,610,-610,1833770,81910,0,610,Cuisine,Achats fournisseurs
2028-02-12,1410,0,1410,1833770,81910,1410,0,Salle,Ventes repas midi
2028-02-12,890,0,890,1833770,81910,890,0,Cuisine,Ventes plats a emporter
2028-02-13,0,220,-220,1829900,82200,0,220,Cuisine,Achats fournisseurs
2028-02-13,0,170,-170,1829900,82200,0,170,Cuisine,Produits menagers
2028-02-14,680,0,680,1831990,82220,680,0,Salle,Ventes bar
2028-02-14,680,0,680,1831990,82220,680,0,Cuisine,Ventes plats a emporter
2028-02-14,980,0,980,1831990,82220,980,0,Salle,Ventes repas midi
2028-02-14,0,180,-180,1831990,82220,0,180,Cuisine,Achats fournisseurs
2028-02-14,0,190,-190,1831990,82220,0,190,Cuisine,Produits menagers
2028-02-15,0,80,-80,1835160,82120,0,80,Cuisine,Petit equipement
2028-02-15,540,0,540,1835160,82120,540,0,Salle,Ventes repas midi
2028-02-15,140,0,140,1835160,82120,140,0,Salle,Ventes repas soir
2028-02-15,500,0,500,1835160,82120,500,0,Cuisine,Ventes plats a emporter
2028-02-15,0,150,-150,1835160,82120,0,150,Cuisine,Achats fournisseurs
2028-02-15,0,60,-60,1835160,82120,0,60,Cuisine,Produits menagers
2028-02-16,530,0,530,1835120,82000,530,0,Salle,Ventes repas midi
2028-02-16,650,0,650,1835120,82000,650,0,Salle,Ventes repas soir
2028-02-16,740,0,740,1835120,82000,740,0,Salle,Ventes evenements
2028-02-16,0,220,-220,1835120,82000,0,220,Cuisine,Achats fournisseurs
2028-02-17,0,580,-580,1839800,81940,0,580,Cuisine,Achats fournisseurs
2028-02-17,920,0,920,1839800,81940,920,0,Salle,Ventes repas midi
2028-02-17,400,0,400,1839800,81940,400,0,Salle,Ventes evenements
2028-02-17,510,0,510,1839800,81940,510,0,Salle,Ventes bar
2028-02-18,960,0,960,1837150,81880,960,0,Salle,Ventes bar
2028-02-18,1050,0,1050,1837150,81880,1050,0,Cuisine,Ventes plats a emporter
2028-02-18,1110,0,1110,1837150,81880,1110,0,Salle,Ventes evenements
2028-02-18,0,3140,-3140,1837150,81880,0,3140,Administration,Salaires
2028-02-19,540,0,540,1839650,82000,540,0,Salle,Ventes evenements
2028-02-19,660,0,660,1839650,82000,660,0,Salle,Ventes repas midi
2028-02-19,750,0,750,1839650,82000,750,0,Cuisine,Ventes plats a emporter
2028-02-19,0,560,-560,1839650,82000,0,560,Cuisine,Achats fournisseurs
2028-02-20,0,160,-160,1835550,82000,0,160,Cuisine,Achats fournisseurs
2028-02-20,0,380,-380,1835550,82000,0,380,Administration,Marketing / Pub
2028-02-21,440,0,440,1843090,81880,440,0,Salle,Ventes evenements
2028-02-21,680,0,680,1843090,81880,680,0,Salle,Ventes repas soir
2028-02-21,410,0,410,1843090,81880,410,0,Salle,Ventes bar
2028-02-22,380,0,380,1842150,82120,380,0,Salle,Ventes evenements
2028-02-22,330,0,330,1842150,82120,330,0,Cuisine,Ventes plats a emporter
2028-02-22,650,0,650,1842150,82120,650,0,Salle,Ventes bar
2028-02-22,0,490,-490,1842150,82120,0,490,Cuisine,Achats fournisseurs
2028-02-23,550,0,550,1844200,82410,550,0,Salle,Ventes evenements
2028-02-23,290,0,290,1844200,82410,290,0,Salle,Ventes repas soir
2028-02-23,780,0,780,1844200,82410,780,0,Salle,Ventes repas midi
2028-02-24,480,0,480,1842270,82220,480,0,Salle,Ventes evenements
2028-02-24,340,0,340,1842270,82220,340,0,Salle,Ventes repas midi
2028-02-24,480,0,480,1842270,82220,480,0,Salle,Ventes bar
2028-02-24,0,260,-260,1842270,82220,0,260,Cuisine,Achats fournisseurs
2028-02-24,0,60,-60,1842270,82220,0,60,Cuisine,Produits menagers
2028-02-25,0,160,-160,1841590,82400,0,160,Cuisine,Produits menagers
2028-02-25,970,0,970,1841590,82400,970,0,Salle,Ventes bar
2028-02-25,0,2910,-2910,1841590,82400,0,2910,Administration,Salaires
2028-02-25,1050,0,1050,1841590,82400,1050,0,Salle,Ventes evenements
2028-02-25,630,0,630,1841590,82400,630,0,Salle,Ventes repas soir
2028-02-26,760,0,760,1842610,82680,760,0,Salle,Ventes repas midi
2028-02-26,370,0,370,1842610,82680,370,0,Salle,Ventes bar
2028-02-26,800,0,800,1842610,82680,800,0,Cuisine,Ventes plats a emporter
2028-02-26,0,570,-570,1842610,82680,0,570,Cuisine,Achats fournisseurs
2028-02-27,0,150,-150,1846080,82490,0,150,Cuisine,Produits menagers
2028-02-28,0,170,-170,1846530,82680,0,170,Cuisine,Achats fournisseurs
2028-02-28,700,0,700,1846530,82680,700,0,Salle,Ventes repas soir
2028-02-28,670,0,670,1846530,82680,670,0,Cuisine,Ventes plats a emporter
2028-02-28,600,0,600,1846530,82680,600,0,Salle,Ventes evenements
2028-02-29,370,0,370,1843800,82770,370,0,Cuisine,Ventes plats a emporter
2028-02-29,200,0,200,1843800,82770,200,0,Salle,Ventes repas midi
2028-02-29,600,0,600,1843800,82770,600,0,Salle,Ventes bar
2028-02-29,0,50,-50,1843800,82770,0,50,Cuisine,Produits menagers
2028-03-01,0,530,-530,1849560,83060,0,530,Administration,Electricite / Eau
2028-03-01,0,560,-560,1849560,83060,0,560,Administration,Taxes / Impots
2028-03-01,0,520,-520,1849560,83060,0,520,Cuisine,Gaz
2028-03-01,0,2750,-2750,1849560,83060,0,2750,Administration,Loyer
2028-03-01,390,0,390,1849560,83060,390,0,Salle,Ventes repas soir
2028-03-01,970,0,970,1849560,83060,970,0,Salle,Ventes bar
2028-03-01,480,0,480,1849560,83060,480,0,Salle,Ventes repas midi
2028-03-01,0,570,-570,1849560,83060,0,570,Cuisine,Achats fournisseurs
2028-03-02,920,0,920,1851050,82860,920,0,Salle,Ventes repas midi
2028-03-02,250,0,250,1851050,82860,250,0,Cuisine,Ventes plats a emporter
2028-03-02,810,0,810,1851050,82860,810,0,Salle,Ventes repas soir
2028-03-02,0,190,-190,1851050,82860,0,190,Cuisine,Achats fournisseurs
2028-03-03,0,2730,-2730,1844640,82750,0,2730,Administration,Salaires
2028-03-03,550,0,550,1844640,82750,550,0,Salle,Ventes bar
2028-03-03,780,0,780,1844640,82750,780,0,Salle,Ventes repas midi
2028-03-03,1040,0,1040,1844640,82750,1040,0,Cuisine,Ventes plats a emporter
2028-03-04,0,300,-300,1851990,82980,0,300,Cuisine,Achats fournisseurs
2028-03-04,1410,0,1410,1851990,82980,1410,0,Salle,Ventes bar
2028-03-04,1010,0,1010,1851990,82980,1010,0,Salle,Ventes repas soir
2028-03-04,1310,0,1310,1851990,82980,1310,0,Cuisine,Ventes plats a emporter
2028-03-05,0,330,-330,1846350,82790,0,330,Cuisine,Achats fournisseurs
2028-03-05,0,110,-110,1846350,82790,0,110,Cuisine,Produits menagers
2028-03-05,0,420,-420,1846350,82790,0,420,Administration,Marketing / Pub
2028-03-06,890,0,890,1848540,83080,890,0,Salle,Ventes repas soir
2028-03-06,490,0,490,1848540,83080,490,0,Salle,Ventes bar
2028-03-06,950,0,950,1848540,83080,950,0,Salle,Ventes repas midi
2028-03-06,0,520,-520,1848540,83080,0,520,Cuisine,Achats fournisseurs
2028-03-06,0,60,-60,1848540,83080,0,60,Cuisine,Produits menagers
2028-03-07,0,430,-430,1855730,83150,0,430,Cuisine,Achats fournisseurs
2028-03-07,890,0,890,1855730,83150,890,0,Salle,Ventes evenements
2028-03-07,0,190,-190,1855730,83150,0,190,Cuisine,Produits menagers
2028-03-07,460,0,460,1855730,83150,460,0,Salle,Ventes repas midi
2028-03-07,620,0,620,1855730,83150,620,0,Cuisine,Ventes plats a emporter
2028-03-08,780,0,780,1856900,83180,780,0,Salle,Ventes bar
2028-03-08,660,0,660,1856900,83180,660,0,Salle,Ventes repas soir
2028-03-08,700,0,700,1856900,83180,700,0,Salle,Ventes evenements
2028-03-09,560,0,560,1859700,83010,560,0,Salle,Ventes evenements
2028-03-09,420,0,420,1859700,83010,420,0,Cuisine,Ventes plats a emporter
2028-03-09,1180,0,1180,1859700,83010,1180,0,Salle,Ventes bar
2028-03-09,0,360,-360,1859700,83010,0,360,Cuisine,Achats fournisseurs
2028-03-10,0,2750,-2750,1860920,83180,0,2750,Administration,Salaires
2028-03-10,1490,0,1490,1860920,83180,1490,0,Salle,Ventes evenements
2028-03-10,400,0,400,1860920,83180,400,0,Cuisine,Ventes plats a emporter
2028-03-10,1330,0,1330,1860920,83180,1330,0,Salle,Ventes repas soir
2028-03-10,0,590,-590,1860920,83180,0,590,Cuisine,Achats fournisseurs
2028-03-10,0,170,-170,1860920,83180,0,170,Cuisine,Produits menagers
2028-03-11,0,540,-540,1854650,83120,0,540,Cuisine,Achats fournisseurs
2028-03-11,1210,0,1210,1854650,83120,1210,0,Salle,Ventes bar
2028-03-11,1180,0,1180,1854650,83120,1180,0,Salle,Ventes evenements
2028-03-11,450,0,450,1854650,83120,450,0,Salle,Ventes repas midi
2028-03-12,0,700,-700,1854500,83080,0,700,Cuisine,Achats fournisseurs
2028-03-13,1070,0,1070,1864660,83230,1070,0,Salle,Ventes repas midi
2028-03-13,750,0,750,1864660,83230,750,0,Salle,Ventes bar
2028-03-13,820,0,820,1864660,83230,820,0,Salle,Ventes repas soir
2028-03-14,360,0,360,1866410,83120,360,0,Cuisine,Ventes plats a emporter
2028-03-14,670,0,670,1866410,83120,670,0,Salle,Ventes evenements
2028-03-14,360,0,360,1866410,83120,360,0,Salle,Ventes bar
2028-03-14,0,490,-490,1866410,83120,0,490,Cuisine,Achats fournisseurs
2028-03-15,0,650,-650,1861910,83370,0,650,Cuisine,Achats fournisseurs
2028-03-15,540,0,540,1861910,83370,540,0,Cuisine,Ventes plats a emporter
2028-03-15,0,110,-110,1861910,83370,0,110,Cuisine,Produits menagers
2028-03-15,570,0,570,1861910,83370,570,0,Salle,Ventes bar
2028-03-15,470,0,470,1861910,83370,470,0,Salle,Ventes repas soir
2028-03-16,0,200,-200,1864750,83230,0,200,Cuisine,Produits menagers
2028-03-16,0,680,-680,1864750,83230,0,680,Cuisine,Achats fournisseurs
2028-03-16,1070,0,1070,1864750,83230,1070,0,Salle,Ventes repas soir
2028-03-16,360,0,360,1864750,83230,360,0,Salle,Ventes bar
2028-03-16,740,0,740,1864750,83230,740,0,Salle,Ventes repas midi
2028-03-17,630,0,630,1868140,83220,630,0,Salle,Ventes repas soir
2028-03-17,640,0,640,1868140,83220,640,0,Salle,Ventes repas midi
2028-03-17,1810,0,1810,1868140,83220,1810,0,Salle,Ventes evenements
2028-03-17,0,480,-480,1868140,83220,0,480,Cuisine,Achats fournisseurs
2028-03-17,0,2700,-2700,1868140,83220,0,2700,Administration,Salaires
2028-03-18,800,0,800,1868630,83420,800,0,Salle,Ventes evenements
2028-03-18,940,0,940,1868630,83420,940,0,Salle,Ventes repas midi
2028-03-18,380,0,380,1868630,83420,380,0,Salle,Ventes bar
2028-03-18,0,90,-90,1868630,83420,0,90,Cuisine,Produits menagers
2028-03-19,0,390,-390,1866960,83220,0,390,Cuisine,Achats fournisseurs
2028-03-19,0,90,-90,1866960,83220,0,90,Cuisine,Produits menagers
2028-03-20,0,170,-170,1869530,83500,0,170,Cuisine,Produits menagers
2028-03-20,0,290,-290,1869530,83500,0,290,Administration,Marketing / Pub
2028-03-20,0,320,-320,1869530,83500,0,320,Cuisine,Achats fournisseurs
2028-03-20,820,0,820,1869530,83500,820,0,Salle,Ventes repas soir
2028-03-20,270,0,270,1869530,83500,270,0,Salle,Ventes repas midi
2028-03-20,850,0,850,1869530,83500,850,0,Cuisine,Ventes plats a emporter
2028-03-21,860,0,860,1866620,83390,860,0,Salle,Ventes repas midi
2028-03-21,740,0,740,1866620,83390,740,0,Cuisine,Ventes plats a emporter
2028-03-21,1280,0,1280,1866620,83390,1280,0,Salle,Ventes bar
2028-03-22,1030,0,1030,1870730,83680,1030,0,Cuisine,Ventes plats a emporter
2028-03-22,870,0,870,1870730,83680,870,0,Salle,Ventes evenements
2028-03-22,1150,0,1150,1870730,83680,1150,0,Salle,Ventes bar
2028-03-23,860,0,860,1872120,83530,860,0,Cuisine,Ventes plats a emporter
2028-03-23,580,0,580,1872120,83530,580,0,Salle,Ventes evenements
2028-03-23,600,0,600,1872120,83530,600,0,Salle,Ventes repas midi
2028-03-23,0,350,-350,1872120,83530,0,350,Cuisine,Achats fournisseurs
2028-03-24,0,3070,-3070,1875820,83450,0,3070,Administration,Salaires
2028-03-24,0,130,-130,1875820,83450,0,130,Cuisine,Produits menagers
2028-03-24,0,260,-260,1875820,83450,0,260,Cuisine,Achats fournisseurs
2028-03-24,720,0,720,1875820,83450,720,0,Salle,Ventes bar
2028-03-24,1100,0,1100,1875820,83450,1100,0,Salle,Ventes evenements
2028-03-24,1370,0,1370,1875820,83450,1370,0,Salle,Ventes repas midi
2028-03-25,790,0,790,1874710,83580,790,0,Salle,Ventes repas soir
2028-03-25,620,0,620,1874710,83580,620,0,Cuisine,Ventes plats a emporter
2028-03-25,820,0,820,1874710,83580,820,0,Salle,Ventes evenements
2028-03-26,0,330,-330,1873520,83840,0,330,Cuisine,Achats fournisseurs
2028-03-27,1300,0,1300,1878410,83660,1300,0,Salle,Ventes repas soir
2028-03-27,320,0,320,1878410,83660,320,0,Salle,Ventes bar
2028-03-27,1170,0,1170,1878410,83660,1170,0,Salle,Ventes repas midi
2028-03-28,0,470,-470,1883290,83510,0,470,Cuisine,Achats fournisseurs
2028-03-28,1370,0,1370,1883290,83510,1370,0,Cuisine,Ventes plats a emporter
2028-03-28,0,60,-60,1883290,83510,0,60,Cuisine,Produits menagers
2028-03-28,1200,0,1200,1883290,83510,1200,0,Salle,Ventes repas soir
2028-03-28,480,0,480,1883290,83510,480,0,Salle,Ventes repas midi
2028-03-29,570,0,570,1882970,83490,570,0,Cuisine,Ventes plats a emporter
2028-03-29,780,0,780,1882970,83490,780,0,Salle,Ventes bar
2028-03-29,860,0,860,1882970,83490,860,0,Salle,Ventes evenements
2028-03-29,0,210,-210,1882970,83490,0,210,Cuisine,Petit equipement
2028-03-30,0,180,-180,1886520,83430,0,180,Cuisine,Achats fournisseurs
2028-03-30,950,0,950,1886520,83430,950,0,Cuisine,Ventes plats a emporter
2028-03-30,940,0,940,1886520,83430,940,0,Salle,Ventes evenements
2028-03-30,650,0,650,1886520,83430,650,0,Salle,Ventes repas soir
2028-03-31,1540,0,1540,1889570,83650,1540,0,Salle,Ventes repas midi
2028-03-31,880,0,880,1889570,83650,880,0,Salle,Ventes repas soir
2028-03-31,1180,0,1180,1889570,83650,1180,0,Salle,Ventes evenements
2028-03-31,0,2270,-2270,1889570,83650,0,2270,Administration,Salaires
2028-04-01,0,310,-310,1888760,83470,0,310,Cuisine,Gaz
2028-04-01,0,490,-490,1888760,83470,0,490,Administration,Assurances
2028-04-01,0,410,-410,1888760,83470,0,410,Administration,Taxes / Impots
2028-04-01,0,660,-660,1888760,83470,0,660,Administration,Electricite / Eau
2028-04-01,580,0,580,1888760,83470,580,0,Salle,Ventes repas soir
2028-04-01,1510,0,1510,1888760,83470,1510,0,Salle,Ventes bar
2028-04-01,1110,0,1110,1888760,83470,1110,0,Salle,Ventes repas midi
2028-04-01,0,2160,-2160,1888760,83470,0,2160,Administration,Loyer
2028-04-03,1000,0,1000,1887500,83330,1000,0,Salle,Ventes evenements
2028-04-03,530,0,530,1887500,83330,530,0,Salle,Ventes repas midi
2028-04-03,600,0,600,1887500,83330,600,0,Salle,Ventes bar
2028-04-03,0,610,-610,1887500,83330,0,610,Cuisine,Achats fournisseurs
2028-04-04,640,0,640,1888240,83190,640,0,Salle,Ventes bar
2028-04-04,420,0,420,1888240,83190,420,0,Salle,Ventes repas midi
2028-04-04,440,0,440,1888240,83190,440,0,Cuisine,Ventes plats a emporter
2028-04-04,0,60,-60,1888240,83190,0,60,Cuisine,Produits menagers
2028-04-05,0,120,-120,1889620,83280,0,120,Cuisine,Produits menagers
2028-04-05,970,0,970,1889620,83280,970,0,Cuisine,Ventes plats a emporter
2028-04-05,0,400,-400,1889620,83280,0,400,Administration,Marketing / Pub
2028-04-05,930,0,930,1889620,83280,930,0,Salle,Ventes repas soir
2028-04-05,640,0,640,1889620,83280,640,0,Salle,Ventes evenements
2028-04-06,450,0,450,1888880,83200,450,0,Salle,Ventes repas soir
2028-04-06,460,0,460,1888880,83200,460,0,Salle,Ventes repas midi
2028-04-06,600,0,600,1888880,83200,600,0,Salle,Ventes evenements
2028-04-06,0,570,-570,1888880,83200,0,570,Cuisine,Achats fournisseurs
2028-04-07,0,2300,-2300,1893310,83430,0,2300,Administration,Salaires
2028-04-07,910,0,910,1893310,83430,910,0,Cuisine,Ventes plats a emporter
2028-04-07,930,0,930,1893310,83430,930,0,Salle,Ventes repas soir
2028-04-07,480,0,480,1893310,83430,480,0,Salle,Ventes evenements
2028-04-08,690,0,690,1889830,83560,690,0,Salle,Ventes bar
2028-04-08,1140,0,1140,1889830,83560,1140,0,Salle,Ventes evenements
2028-04-08,1500,0,1500,1889830,83560,1500,0,Salle,Ventes repas midi
2028-04-08,0,420,-420,1889830,83560,0,420,Cuisine,Achats fournisseurs
2028-04-09,0,260,-260,1893730,83520,0,260,Cuisine,Achats fournisseurs
2028-04-10,0,130,-130,1898420,83440,0,130,Cuisine,Petit equipement
2028-04-10,0,90,-90,1898420,83440,0,90,Cuisine,Produits menagers
2028-04-10,0,480,-480,1898420,83440,0,480,Cuisine,Achats fournisseurs
2028-04-10,710,0,710,1898420,83440,710,0,Salle,Ventes repas midi
2028-04-10,910,0,910,1898420,83440,910,0,Cuisine,Ventes plats a emporter
2028-04-10,810,0,810,1898420,83440,810,0,Salle,Ventes bar
2028-04-11,870,0,870,1894580,83680,870,0,Cuisine,Ventes plats a emporter
2028-04-11,530,0,530,1894580,83680,530,0,Salle,Ventes evenements
2028-04-11,1490,0,1490,1894580,83680,1490,0,Salle,Ventes repas midi
2028-04-11,0,540,-540,1894580,83680,0,540,Cuisine,Achats fournisseurs
2028-04-12,650,0,650,1902600,83850,650,0,Cuisine,Ventes plats a emporter
2028-04-12,270,0,270,1902600,83850,270,0,Salle,Ventes evenements
2028-04-12,650,0,650,1902600,83850,650,0,Salle,Ventes bar
2028-04-13,470,0,470,1896590,83990,470,0,Salle,Ventes evenements
2028-04-13,390,0,390,1896590,83990,390,0,Salle,Ventes repas soir
2028-04-13,620,0,620,1896590,83990,620,0,Salle,Ventes bar
2028-04-14,0,3480,-3480,1902340,84050,0,3480,Administration,Salaires
2028-04-14,0,460,-460,1902340,84050,0,460,Cuisine,Achats fournisseurs
2028-04-14,840,0,840,1902340,84050,840,0,Salle,Ventes repas midi
2028-04-14,560,0,560,1902340,84050,560,0,Salle,Ventes bar
2028-04-14,840,0,840,1902340,84050,840,0,Cuisine,Ventes plats a emporter
2028-04-15,1520,0,1520,1901080,83870,1520,0,Cuisine,Ventes plats a emporter
2028-04-15,960,0,960,1901080,83870,960,0,Salle,Ventes bar
2028-04-15,1630,0,1630,1901080,83870,1630,0,Salle,Ventes repas soir
2028-04-15,0,470,-470,1901080,83870,0,470,Cuisine,Achats fournisseurs
2028-04-15,0,50,-50,1901080,83870,0,50,Cuisine,Produits menagers
2028-04-16,0,470,-470,1904900,83690,0,470,Cuisine,Achats fournisseurs
2028-04-17,530,0,530,1905130,83840,530,0,Cuisine,Ventes plats a emporter
2028-04-17,600,0,600,1905130,83840,600,0,Salle,Ventes bar
2028-04-17,1500,0,1500,1905130,83840,1500,0,Salle,Ventes repas soir
2028-04-17,0,380,-380,1905130,83840,0,380,Cuisine,Achats fournisseurs
2028-04-18,0,660,-660,1902570,83660,0,660,Cuisine,Achats fournisseurs
2028-04-18,910,0,910,1902570,83660,910,0,Salle,Ventes bar
2028-04-18,470,0,470,1902570,83660,470,0,Cuisine,Ventes plats a emporter
2028-04-18,410,0,410,1902570,83660,410,0,Salle,Ventes repas midi
2028-04-19,680,0,680,1910940,83800,680,0,Salle,Ventes repas midi
2028-04-19,530,0,530,1910940,83800,530,0,Salle,Ventes repas soir
2028-04-19,1230,0,1230,1910940,83800,1230,0,Salle,Ventes bar
2028-04-19,0,480,-480,1910940,83800,0,480,Cuisine,Achats fournisseurs
2028-04-20,820,0,820,1913910,83840,820,0,Salle,Ventes evenements
2028-04-20,950,0,950,1913910,83840,950,0,Cuisine,Ventes plats a emporter
2028-04-20,1340,0,1340,1913910,83840,1340,0,Salle,Ventes repas midi
2028-04-20,0,380,-380,1913910,83840,0,380,Administration,Marketing / Pub
2028-04-21,0,3480,-3480,1911700,84000,0,3480,Administration,Salaires
2028-04-21,730,0,730,1911700,84000,730,0,Salle,Ventes repas soir
2028-04-21,890,0,890,1911700,84000,890,0,Salle,Ventes evenements
2028-04-21,1620,0,1620,1911700,84000,1620,0,Salle,Ventes bar
2028-04-21,0,580,-580,1911700,84000,0,580,Cuisine,Achats fournisseurs
2028-04-22,1270,0,1270,1913310,84120,1270,0,Salle,Ventes bar
2028-04-22,0,550,-550,1913310,84120,0,550,Cuisine,Achats fournisseurs
2028-04-22,1770,0,1770,1913310,84120,1770,0,Cuisine,Ventes plats a emporter
2028-04-22,600,0,600,1913310,84120,600,0,Salle,Ventes repas midi
2028-04-23,0,300,-300,1908050,83930,0,300,Cuisine,Petit equipement
2028-04-23,0,170,-170,1908050,83930,0,170,Cuisine,Produits menagers
2028-04-24,610,0,610,1911400,84210,610,0,Salle,Ventes repas soir
2028-04-24,320,0,320,1911400,84210,320,0,Salle,Ventes bar
2028-04-24,850,0,850,1911400,84210,850,0,Salle,Ventes repas midi
2028-04-24,0,670,-670,1911400,84210,0,670,Cuisine,Achats fournisseurs
2028-04-24,0,190,-190,1911400,84210,0,190,Cuisine,Produits menagers
2028-04-25,1200,0,1200,1912050,84070,1200,0,Salle,Ventes bar
2028-04-25,590,0,590,1912050,84070,590,0,Cuisine,Ventes plats a emporter
2028-04-25,970,0,970,1912050,84070,970,0,Salle,Ventes repas midi
2028-04-25,0,690,-690,1912050,84070,0,690,Cuisine,Achats fournisseurs
2028-04-25,0,190,-190,1912050,84070,0,190,Cuisine,Produits menagers
2028-04-26,770,0,770,1913670,84110,770,0,Salle,Ventes repas soir
2028-04-26,180,0,180,1913670,84110,180,0,Salle,Ventes evenements
