Transaction_ID,Transaction_Date,Year,Month,City,Country,Postal_Code,Neighborhood,Property_Type,Property_Status,Condition,Year_Built,Area_Sqm,Rooms,Bedrooms,Bathrooms,Price_EUR,Monthly_Rent_EUR,Annual_Rental_Yield_Pct,Price_Per_Sqm_EUR,GDP_Growth_Pct,Inflation_Rate_Pct,Interest_Rate_Pct,Unemployment_Rate_Pct,Consumer_Confidence,Construction_Permits,New_Constructions,Demand_Score,Supply_Score,Market_Balance,Is_Hotspot,Internet_Type,Has_Parking,Has_Elevator,Public_Transport,Schools_Nearby,Shops_Nearby
RE001616,2024-09-24,2024,9,San Antonio,USA,11601,Centre,Maison,Loue,Tres bon etat,1937,371,3,2,2,2059000,11250,6.6,5549.87,4.1,4.6,5.8,10.7,54,2114,3500,65,46,Demande > Offre,Non,ADSL,Oui,Non,Moyen (5-15 min),Oui,Oui
RE001617,2022-11-04,2022,11,Dubai,UAE,51563,Est,Duplex,A louer,Ancien,2016,303,4,3,2,1383000,8950,7.8,4564.36,-1.6,3.7,6.0,5.6,97,1300,699,84,85,Offre > Demande,Oui,ADSL,Non,Non,Proche (moins 5 min),Oui,Non
RE001618,2021-02-04,2021,2,Manchester,UK,90397,Nord,Studio,A louer,Bon etat,1950,91,1,1,1,177000,1000,6.8,1945.05,0.0,2.4,1.9,11.3,56,7196,2264,70,21,Demande > Offre,Non,Sans fil,Oui,Non,Loin (plus 15 min),Non,Oui
RE001619,2021-01-28,2021,1,Houston,USA,72364,Peripherie,Studio,A vendre,Tres bon etat,1995,94,1,1,1,253000,0,0.0,2691.49,1.5,5.0,4.4,8.8,84,7116,4773,71,77,Offre > Demande,Non,Sans fil,Oui,Oui,Loin (plus 15 min),Oui,Oui
RE001620,2023-01-28,2023,1,Strasbourg,France,98300,Ouest,Loft,A louer,A renover,1939,1508,5,4,4,4606000,25000,6.5,3054.38,0.6,5.4,4.3,8.5,65,7178,4989,91,24,Demande > Offre,Oui,Fibre 1Gbps,Non,Non,Loin (plus 15 min),Non,Oui
RE001621,2024-01-26,2024,1,Philadelphia,USA,20027,Quartier d'affaires,Penthouse,A louer,Ancien,2001,162,5,4,1,830000,2350,3.4,5123.46,3.2,4.4,4.1,8.0,94,7434,2250,32,65,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Non,Oui
RE001622,2023-12-05,2023,12,Dubai,UAE,84778,Nord,Local Commercial,A louer,A renover,1934,119,9,0,1,734000,3400,5.6,6168.07,0.8,2.0,5.4,8.5,61,4818,680,84,32,Demande > Offre,Oui,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Oui,Non
RE001623,2021-12-28,2021,12,Abu Dhabi,UAE,77213,Centre,Local Commercial,A louer,Ancien,1950,595,1,0,1,3341000,10050,3.6,5615.13,4.7,6.7,3.3,8.2,88,2386,4591,49,40,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Proche (moins 5 min),Oui,Non
RE001624,2024-05-17,2024,5,Abu Dhabi,UAE,75322,Nord,Penthouse,Loue,Bon etat,2008,150,4,3,3,1096000,3550,3.9,7306.67,1.2,1.4,5.8,3.8,67,2958,4119,93,44,Demande > Offre,Oui,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Non,Oui
RE001625,2025-06-30,2025,6,San Antonio,USA,33579,Peripherie,Loft,A louer,Bon etat,1977,1679,3,2,1,5935000,29500,6.0,3534.84,4.3,2.5,2.8,7.6,54,4810,1225,73,26,Demande > Offre,Non,ADSL,Oui,Non,Loin (plus 15 min),Non,Oui
RE001626,2020-01-09,2020,1,Sydney,Australia,57728,Ouest,Local Commercial,A louer,Ancien,1977,553,8,0,1,3095000,16400,6.4,5596.75,-0.7,2.1,3.9,7.1,64,8629,865,84,29,Demande > Offre,Oui,Fibre 500Mbps,Oui,Non,Proche (moins 5 min),Oui,Non
RE001627,2021-02-28,2021,2,Strasbourg,France,96468,Peripherie,Studio,Loue,Neuf,1913,73,1,1,1,273000,1100,4.8,3739.73,3.4,0.8,5.3,6.6,86,4669,4353,66,33,Demande > Offre,Non,Fibre 500Mbps,Oui,Oui,Loin (plus 15 min),Oui,Oui
RE001628,2022-07-23,2022,7,New York,USA,14375,Quartier d'affaires,Studio,Vendu,Ancien,1907,102,1,1,1,454000,0,0.0,4450.98,-1.3,4.1,5.9,11.8,85,7302,4303,56,81,Offre > Demande,Non,Fibre 500Mbps,Oui,Oui,Proche (moins 5 min),Non,Oui
RE001629,2021-07-29,2021,7,Glasgow,UK,95131,Centre,Local Commercial,A louer,Ancien,2003,56,10,0,1,204000,850,5.0,3642.86,2.4,1.1,3.2,7.9,67,9906,4510,61,89,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Non,Non
RE001630,2022-08-05,2022,8,Hong Kong,China,26161,Peripherie,Studio,En construction,Bon etat,1907,73,1,1,1,370000,0,0.0,5068.49,3.9,2.8,1.2,10.7,50,354,2678,59,65,Offre > Demande,Non,ADSL,Oui,Oui,Moyen (5-15 min),Oui,Oui
RE001631,2025-09-24,2025,9,Lyon,France,97523,Nord,Entrepot,A vendre,Bon etat,1966,1535,4,0,1,5490000,0,0.0,3576.55,4.4,2.6,3.4,11.8,98,2819,2840,95,82,Demande > Offre,Oui,ADSL,Oui,Non,Moyen (5-15 min),Oui,Non
RE001632,2024-10-11,2024,10,Dallas,USA,23148,Ouest,Studio,Loue,Neuf,1957,75,1,1,1,223000,1200,6.5,2973.33,1.5,5.3,4.3,6.6,98,3916,792,42,28,Demande > Offre,Non,Sans fil,Oui,Oui,Loin (plus 15 min),Non,Non
RE001633,2022-06-21,2022,6,Lyon,France,87983,Sud,Bureau,Vendu,Tres bon etat,2007,260,2,0,1,1168000,0,0.0,4492.31,1.5,1.1,3.3,10.0,63,8056,4737,57,23,Demande > Offre,Non,Sans fil,Oui,Non,Loin (plus 15 min),Oui,Oui
RE001634,2020-02-29,2020,2,Dallas,USA,58636,Nord,Appartement,Vendu,Tres bon etat,1950,142,2,1,1,500000,0,0.0,3521.13,-1.1,3.7,2.4,7.3,59,6001,2681,37,74,Offre > Demande,Non,ADSL,Oui,Oui,Moyen (5-15 min),Oui,Non
RE001635,2024-12-11,2024,12,Vancouver,Canada,93327,Peripherie,Villa,En construction,Neuf,2016,92,6,5,2,871000,0,0.0,9467.39,2.6,5.0,5.2,5.8,94,5356,141,42,73,Offre > Demande,Non,ADSL,Non,Non,Moyen (5-15 min),Non,Non
RE001636,2025-01-03,2025,1,Hong Kong,China,20412,Quartier d'affaires,Loft,Vendu,Bon etat,2024,802,3,2,1,4402000,0,0.0,5488.78,0.5,1.1,5.5,6.3,94,5438,3489,91,55,Demande > Offre,Oui,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Oui,Non
RE001637,2025-08-03,2025,8,London,UK,88829,Sud,Appartement,A vendre,Bon etat,2013,26,1,1,1,119000,0,0.0,4576.92,3.2,4.5,2.9,7.3,86,1282,2137,64,75,Offre > Demande,Non,ADSL,Non,Non,Proche (moins 5 min),Oui,Oui
RE001638,2020-06-13,2020,6,Dallas,USA,14903,Centre,Loft,Vendu,Bon etat,2008,1660,7,6,3,5573000,0,0.0,3357.23,3.5,2.7,5.8,10.3,72,2891,3009,82,22,Demande > Offre,Oui,ADSL,Oui,Non,Moyen (5-15 min),Non,Non
RE001639,2021-07-05,2021,7,London,UK,68128,Quartier residentiel,Appartement,En construction,A renover,1989,41,2,1,1,147000,0,0.0,3585.37,4.9,1.3,4.3,4.0,74,5881,1499,77,27,Demande > Offre,Non,Fibre 1Gbps,Non,Non,Loin (plus 15 min),Oui,Non
RE001640,2022-09-11,2022,9,Strasbourg,France,54328,Centre,Bureau,Loue,Neuf,1932,122,8,0,1,715000,3200,5.4,5860.66,3.6,6.9,5.9,9.0,62,1763,376,59,40,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Non,Non
RE001641,2025-04-16,2025,4,Toulouse,France,31254,Ouest,Loft,Vendu,Bon etat,1965,969,2,1,1,4285000,0,0.0,4422.08,-0.0,6.2,4.2,8.5,98,3049,2108,69,30,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Oui,Oui
RE001642,2022-09-18,2022,9,Edinburgh,UK,92931,Nord,Loft,A louer,Ancien,2019,1727,5,4,4,5437000,23950,5.3,3148.23,3.0,7.8,1.5,10.7,69,8787,4762,69,22,Demande > Offre,Non,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Non,Non
RE001643,2024-07-17,2024,7,Philadelphia,USA,86026,Nord,Loft,Loue,Neuf,1971,1347,9,8,5,8534000,38350,5.4,6335.56,2.7,5.6,3.4,10.2,86,7800,1735,87,87,Equilibre,Oui,Fibre 1Gbps,Non,Non,Proche (moins 5 min),Non,Oui
RE001644,2023-12-07,2023,12,Montpellier,France,83780,Peripherie,Local Commercial,En construction,Tres bon etat,1954,515,2,0,1,3348000,0,0.0,6500.97,1.0,3.9,3.1,11.6,98,1039,718,45,44,Demande > Offre,Non,ADSL,Oui,Non,Moyen (5-15 min),Non,Oui
RE001645,2023-11-03,2023,11,Sydney,Australia,96221,Sud,Maison,En construction,Neuf,1963,309,6,5,5,2600000,0,0.0,8414.24,4.0,2.9,1.6,8.7,91,7244,1791,83,82,Demande > Offre,Oui,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Non,Non
RE001646,2025-05-25,2025,5,Montpellier,France,45611,Centre,Penthouse,A louer,Neuf,2020,356,6,5,4,3162000,21050,8.0,8882.02,3.2,5.7,2.8,11.7,66,4723,343,71,78,Offre > Demande,Non,ADSL,Oui,Non,Moyen (5-15 min),Oui,Non
RE001647,2022-11-24,2022,11,San Diego,USA,82033,Est,Penthouse,A louer,A renover,1949,236,5,4,4,1140000,4450,4.7,4830.51,-0.1,1.9,4.5,11.8,51,9361,2847,57,21,Demande > Offre,Non,Sans fil,Oui,Non,Loin (plus 15 min),Non,Oui
RE001648,2025-12-02,2025,12,Lille,France,72233,Quartier residentiel,Entrepot,Loue,Ancien,2012,869,9,0,1,1441000,7900,6.6,1658.23,2.1,2.5,5.7,4.4,91,7085,3352,32,50,Offre > Demande,Non,Sans fil,Non,Non,Loin (plus 15 min),Oui,Oui
RE001649,2025-03-18,2025,3,Sheffield,UK,99305,Est,Loft,A vendre,Bon etat,1925,1307,3,2,2,5628000,0,0.0,4306.04,3.8,6.5,3.2,5.0,81,7751,4354,62,37,Demande > Offre,Non,ADSL,Non,Non,Proche (moins 5 min),Non,Non
RE001650,2026-04-30,2026,4,Nice,France,86863,Peripherie,Duplex,A vendre,Bon etat,1974,178,8,7,4,1161000,0,0.0,6522.47,3.6,3.1,1.9,3.3,74,1311,2906,84,80,Demande > Offre,Oui,Fibre 1Gbps,Non,Non,Loin (plus 15 min),Oui,Oui
RE001651,2020-08-07,2020,8,Dubai,UAE,97803,Centre,Appartement,En construction,Bon etat,1996,36,2,1,1,136000,0,0.0,3777.78,3.4,2.7,1.9,11.9,86,2976,2333,66,32,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Loin (plus 15 min),Non,Oui
RE001652,2021-04-28,2021,4,Los Angeles,USA,85020,Est,Duplex,En construction,Neuf,1908,214,3,2,1,2460000,0,0.0,11495.33,2.2,1.2,3.2,6.2,72,1671,722,48,23,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Oui,Non
RE001653,2024-04-25,2024,4,Sheffield,UK,99125,Quartier residentiel,Entrepot,Vendu,Ancien,1927,719,3,0,1,2107000,0,0.0,2930.46,-0.5,4.1,5.4,9.1,68,2705,4390,94,58,Demande > Offre,Oui,Sans fil,Oui,Non,Moyen (5-15 min),Non,Oui
RE001654,2023-06-09,2023,6,Tokyo,Japan,92564,Ouest,Appartement,Loue,A renover,2011,82,1,1,1,241000,1300,6.5,2939.02,-1.4,3.9,2.0,3.7,60,5961,431,72,65,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Moyen (5-15 min),Oui,Non
RE001655,2023-06-04,2023,6,Sharjah,UAE,42254,Quartier d'affaires,Villa,En construction,A renover,1959,282,7,6,5,1323000,0,0.0,4691.49,4.2,4.4,5.2,10.7,55,2909,4363,85,76,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Moyen (5-15 min),Non,Non
RE001656,2026-01-14,2026,1,Glasgow,UK,90815,Peripherie,Appartement,En construction,Tres bon etat,1948,95,1,1,1,366000,0,0.0,3852.63,3.6,2.9,5.2,5.5,97,5289,4031,58,29,Demande > Offre,Non,Fibre 1Gbps,Oui,Oui,Moyen (5-15 min),Oui,Non
RE001657,2020-11-13,2020,11,Paris,France,70318,Peripherie,Entrepot,A louer,Bon etat,1976,341,3,0,1,1750000,6200,4.3,5131.96,-1.6,7.4,3.1,6.9,56,4869,3291,58,65,Offre > Demande,Non,ADSL,Oui,Non,Proche (moins 5 min),Oui,Non
RE001658,2022-05-06,2022,5,Nice,France,96733,Peripherie,Appartement,Loue,A renover,1947,49,3,2,2,165000,1050,7.6,3367.35,-1.4,2.1,1.3,3.4,94,1174,3827,65,44,Demande > Offre,Non,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Oui,Non
RE001659,2022-08-13,2022,8,Paris,France,34233,Peripherie,Bureau,En construction,Tres bon etat,1927,268,8,0,1,2323000,0,0.0,8667.91,-1.7,6.8,5.4,3.9,68,9368,1457,82,40,Demande > Offre,Oui,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Non,Oui
RE001660,2020-01-01,2020,1,Bristol,UK,20137,Sud,Local Commercial,Loue,Ancien,1934,440,6,0,1,2402000,6550,3.3,5459.09,4.4,2.8,1.4,11.6,65,5693,4494,35,55,Offre > Demande,Non,Sans fil,Oui,Non,Proche (moins 5 min),Oui,Oui
RE001661,2023-05-25,2023,5,Manchester,UK,16893,Peripherie,Penthouse,En construction,Neuf,1990,341,4,3,1,3102000,0,0.0,9096.77,4.4,7.7,5.1,6.7,59,7995,3377,54,55,Offre > Demande,Non,Sans fil,Non,Non,Moyen (5-15 min),Oui,Non
RE001662,2022-11-17,2022,11,Sharjah,UAE,53553,Quartier residentiel,Villa,A louer,Bon etat,1901,242,6,5,3,1599000,6650,5.0,6607.44,-0.2,0.9,4.0,5.4,97,8295,3449,44,82,Offre > Demande,Non,ADSL,Non,Non,Proche (moins 5 min),Oui,Non
RE001663,2025-08-05,2025,8,Strasbourg,France,25179,Est,Local Commercial,Vendu,Neuf,1948,621,2,0,1,5370000,0,0.0,8647.34,-1.5,4.2,4.9,6.0,81,788,4610,51,71,Offre > Demande,Non,Sans fil,Non,Non,Moyen (5-15 min),Oui,Non
RE001664,2023-01-14,2023,1,Dallas,USA,21981,Est,Loft,Loue,Tres bon etat,1998,1729,3,2,2,7012000,35900,6.1,4055.52,1.7,1.0,2.7,3.4,71,2129,1912,86,85,Demande > Offre,Oui,Sans fil,Oui,Non,Moyen (5-15 min),Non,Non
RE001665,2020-06-25,2020,6,Dallas,USA,28740,Est,Maison,A vendre,Ancien,1985,290,8,7,5,753000,0,0.0,2596.55,4.5,3.8,2.9,7.9,78,273,411,84,88,Offre > Demande,Oui,Fibre 1Gbps,Non,Non,Proche (moins 5 min),Non,Non
RE001666,2026-06-20,2026,6,Dubai,UAE,30206,Sud,Entrepot,A vendre,A renover,1950,1732,8,0,1,5931000,0,0.0,3424.36,-1.1,3.9,1.4,3.3,100,8198,3592,31,30,Demande > Offre,Non,Sans fil,Non,Non,Proche (moins 5 min),Oui,Oui
RE001667,2025-01-12,2025,1,Dubai,UAE,82561,Est,Villa,Loue,A renover,1946,339,5,4,3,2107000,10750,6.1,6215.34,4.4,4.1,1.2,6.9,58,1612,4998,50,42,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Oui,Non
RE001668,2022-04-20,2022,4,Paris,France,93242,Nord,Maison,Vendu,Tres bon etat,2021,265,4,3,2,1825000,0,0.0,6886.79,-0.6,7.7,3.3,11.8,100,991,4341,43,41,Demande > Offre,Non,Fibre 1Gbps,Non,Non,Loin (plus 15 min),Non,Non
RE001669,2025-03-20,2025,3,Liverpool,UK,87450,Centre,Maison,Loue,Bon etat,1921,170,8,7,5,847000,2350,3.3,4982.35,-0.5,1.2,1.1,8.0,52,2536,2980,92,24,Demande > Offre,Oui,Fibre 1Gbps,Non,Non,Loin (plus 15 min),Oui,Oui
RE001670,2024-06-19,2024,6,Philadelphia,USA,69988,Centre,Studio,En construction,Bon etat,1979,115,1,1,1,225000,0,0.0,1956.52,1.1,3.3,1.4,9.3,59,9480,3374,74,89,Offre > Demande,Non,Sans fil,Oui,Non,Proche (moins 5 min),Oui,Non
RE001671,2022-09-24,2022,9,Glasgow,UK,77296,Quartier d'affaires,Studio,A louer,Tres bon etat,1979,56,1,1,1,142000,500,4.2,2535.71,-1.7,4.6,5.7,3.2,89,4494,200,86,79,Demande > Offre,Non,Fibre 500Mbps,Non,Oui,Loin (plus 15 min),Oui,Non
RE001672,2021-04-25,2021,4,Toulouse,France,16670,Centre,Duplex,A louer,Bon etat,1965,279,5,4,3,1594000,9000,6.8,5713.26,3.5,2.2,1.1,3.1,77,1115,1894,70,73,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Proche (moins 5 min),Non,Non
RE001673,2026-05-04,2026,5,Philadelphia,USA,71644,Ouest,Entrepot,Loue,Bon etat,1936,1831,1,0,1,6217000,40850,7.9,3395.41,2.4,7.6,4.7,10.4,53,4405,3899,31,36,Offre > Demande,Non,Sans fil,Oui,Non,Proche (moins 5 min),Non,Non
RE001674,2022-12-12,2022,12,Leeds,UK,24887,Sud,Appartement,En construction,Neuf,2014,32,3,2,1,116000,0,0.0,3625.0,4.4,3.0,3.4,11.1,82,103,4489,66,43,Demande > Offre,Non,Sans fil,Non,Oui,Moyen (5-15 min),Oui,Oui
RE001675,2025-08-15,2025,8,London,UK,10349,Quartier d'affaires,Villa,Vendu,Neuf,1923,256,5,4,2,4912000,0,0.0,19187.5,0.5,2.9,2.8,3.5,62,5498,1336,62,79,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Non,Non
RE001676,2020-02-25,2020,2,Leeds,UK,26001,Sud,Entrepot,Vendu,Ancien,2012,1728,2,0,1,2892000,0,0.0,1673.61,3.2,6.7,1.5,3.2,95,153,4085,63,25,Demande > Offre,Non,ADSL,Non,Non,Proche (moins 5 min),Non,Non
RE001677,2022-05-21,2022,5,Houston,USA,30188,Quartier d'affaires,Duplex,En construction,A renover,2000,438,7,6,2,1274000,0,0.0,2908.68,-0.1,2.2,3.3,8.5,52,9395,1285,77,42,Demande > Offre,Oui,Fibre 500Mbps,Oui,Non,Moyen (5-15 min),Oui,Non
RE001678,2024-08-17,2024,8,Chicago,USA,63931,Centre,Bureau,A louer,Neuf,1938,132,3,0,1,856000,4300,6.0,6484.85,0.1,1.1,4.2,7.8,54,9397,1867,85,69,Demande > Offre,Oui,ADSL,Oui,Non,Moyen (5-15 min),Non,Oui
RE001679,2024-10-17,2024,10,Birmingham,UK,98865,Sud,Maison,Vendu,Ancien,1988,416,5,4,3,971000,0,0.0,2334.13,3.3,3.3,4.8,8.3,56,4909,3175,59,33,Demande > Offre,Non,Sans fil,Non,Non,Moyen (5-15 min),Oui,Oui
RE001680,2020-07-08,2020,7,Bordeaux,France,36014,Centre,Loft,En construction,Tres bon etat,2004,518,4,3,1,2524000,0,0.0,4872.59,-1.3,4.8,1.0,4.3,51,2615,4110,32,53,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Oui,Non
RE001681,2024-04-03,2024,4,Sheffield,UK,77514,Est,Bureau,Loue,Tres bon etat,1983,91,8,0,1,309000,1000,3.9,3395.6,0.2,6.0,4.0,11.6,62,6871,4174,33,65,Offre > Demande,Non,Fibre 500Mbps,Non,Non,Proche (moins 5 min),Oui,Oui
RE001682,2022-04-04,2022,4,Chicago,USA,15657,Quartier d'affaires,Appartement,Loue,A renover,1937,43,5,4,2,108000,600,6.7,2511.63,0.5,4.4,5.6,4.2,50,9331,4203,82,44,Demande > Offre,Non,Sans fil,Non,Oui,Loin (plus 15 min),Oui,Non
RE001683,2026-02-08,2026,2,Sydney,Australia,60752,Centre,Appartement,A vendre,Ancien,1987,116,4,3,3,440000,0,0.0,3793.1,2.1,2.8,5.3,6.3,84,4462,3141,71,84,Offre > Demande,Non,Fibre 1Gbps,Non,Oui,Loin (plus 15 min),Non,Oui
RE001684,2021-10-04,2021,10,Dallas,USA,23220,Quartier d'affaires,Entrepot,A vendre,Neuf,1927,1106,1,0,1,4451000,0,0.0,4024.41,-0.1,5.9,4.1,11.2,72,4334,2158,88,90,Offre > Demande,Oui,Fibre 1Gbps,Non,Non,Loin (plus 15 min),Oui,Oui
RE001685,2022-11-10,2022,11,Bristol,UK,51722,Quartier residentiel,Bureau,A louer,Neuf,1949,699,3,0,1,3220000,9000,3.4,4606.58,5.0,5.7,3.1,6.8,96,6899,2488,37,60,Offre > Demande,Non,Sans fil,Non,Non,Proche (moins 5 min),Oui,Non
RE001686,2026-03-26,2026,3,Paris,France,37741,Quartier d'affaires,Local Commercial,Loue,Tres bon etat,1990,227,6,0,1,1990000,8450,5.1,8766.52,4.1,4.4,3.5,5.6,55,5566,2671,92,89,Demande > Offre,Oui,Fibre 1Gbps,Oui,Non,Loin (plus 15 min),Non,Oui
RE001687,2020-11-14,2020,11,Dallas,USA,31900,Peripherie,Bureau,Vendu,Tres bon etat,1949,734,6,0,1,2947000,0,0.0,4014.99,4.8,2.4,2.0,4.0,84,2705,3732,58,24,Demande > Offre,Non,ADSL,Non,Non,Moyen (5-15 min),Non,Oui
RE001688,2020-05-11,2020,5,Singapore,Singapore,50489,Centre,Bureau,Vendu,A renover,1991,583,5,0,1,2463000,0,0.0,4224.7,0.3,3.9,3.0,6.5,57,9928,4029,95,60,Demande > Offre,Oui,Sans fil,Non,Non,Loin (plus 15 min),Oui,Non
RE001689,2023-11-08,2023,11,Austin,USA,29620,Est,Penthouse,En construction,Tres bon etat,1958,293,6,5,4,2529000,0,0.0,8631.4,5.0,1.7,5.9,6.8,89,4545,407,85,23,Demande > Offre,Oui,Fibre 1Gbps,Non,Non,Proche (moins 5 min),Oui,Oui
RE001690,2024-11-30,2024,11,Phoenix,USA,83019,Quartier residentiel,Local Commercial,En construction,Tres bon etat,2026,588,4,0,1,2450000,0,0.0,4166.67,1.8,6.1,3.6,4.2,72,4243,3516,94,73,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Moyen (5-15 min),Oui,Oui
RE001691,2022-07-17,2022,7,Leeds,UK,62618,Ouest,Bureau,Vendu,Ancien,1906,325,9,0,1,1086000,0,0.0,3341.54,-1.4,2.8,4.9,4.4,59,7981,1949,76,20,Demande > Offre,Oui,Sans fil,Oui,Non,Proche (moins 5 min),Oui,Oui
RE001692,2024-10-18,2024,10,Bristol,UK,47403,Quartier residentiel,Appartement,En construction,Neuf,1977,131,1,1,1,615000,0,0.0,4694.66,-1.7,1.3,3.0,10.5,87,5393,2580,73,59,Demande > Offre,Non,Fibre 500Mbps,Oui,Oui,Proche (moins 5 min),Non,Non
RE001693,2024-06-26,2024,6,Bordeaux,France,95789,Quartier d'affaires,Loft,A louer,Bon etat,2016,1965,3,2,1,8212000,25000,3.7,4179.13,2.7,4.6,3.5,11.0,93,3335,512,93,45,Demande > Offre,Oui,Fibre 500Mbps,Oui,Non,Moyen (5-15 min),Non,Non
RE001694,2024-06-25,2024,6,Sydney,Australia,23892,Centre,Bureau,A vendre,A renover,1986,110,9,0,1,387000,0,0.0,3518.18,-1.3,5.5,2.3,8.8,72,649,233,82,54,Demande > Offre,Oui,Fibre 500Mbps,Oui,Non,Moyen (5-15 min),Non,Non
RE001695,2022-10-01,2022,10,Austin,USA,85406,Est,Duplex,A vendre,Bon etat,1986,253,4,3,2,1328000,0,0.0,5249.01,-0.0,7.2,4.4,5.4,55,6837,171,50,85,Offre > Demande,Non,ADSL,Non,Non,Proche (moins 5 min),Non,Non
RE001696,2024-01-11,2024,1,Toronto,Canada,93796,Quartier d'affaires,Penthouse,Vendu,Neuf,1933,294,4,3,1,4718000,0,0.0,16047.62,3.5,4.5,4.9,11.3,98,3842,457,42,71,Offre > Demande,Non,ADSL,Oui,Oui,Loin (plus 15 min),Oui,Oui
RE001697,2025-07-20,2025,7,Cardiff,UK,46601,Est,Loft,En construction,Tres bon etat,2024,665,4,3,3,2821000,0,0.0,4242.11,1.2,3.7,5.6,7.5,91,4726,490,67,80,Offre > Demande,Non,Sans fil,Oui,Non,Moyen (5-15 min),Non,Non
RE001698,2025-05-23,2025,5,Lille,France,76838,Sud,Loft,A vendre,A renover,1952,410,10,9,1,1111000,0,0.0,2709.76,1.1,2.7,5.9,8.5,60,9585,4718,61,28,Demande > Offre,Non,Sans fil,Non,Non,Proche (moins 5 min),Oui,Oui
RE001699,2025-08-21,2025,8,Bordeaux,France,65531,Ouest,Local Commercial,A louer,Neuf,1960,407,10,0,1,3041000,15100,6.0,7471.74,-2.0,5.3,3.3,8.2,55,6025,4381,63,49,Demande > Offre,Non,ADSL,Non,Non,Moyen (5-15 min),Non,Oui
RE001700,2021-08-26,2021,8,Phoenix,USA,47594,Sud,Loft,En construction,Neuf,1988,763,1,1,1,4537000,0,0.0,5946.26,2.6,1.0,4.7,8.3,89,4891,2005,71,77,Offre > Demande,Non,ADSL,Non,Non,Loin (plus 15 min),Oui,Non
RE001701,2022-05-07,2022,5,Montpellier,France,30453,Nord,Maison,Vendu,A renover,1923,406,3,2,1,1345000,0,0.0,3312.81,2.6,1.1,2.3,9.9,85,8377,4831,57,79,Offre > Demande,Non,Sans fil,Oui,Non,Moyen (5-15 min),Oui,Non
RE001702,2020-04-25,2020,4,Edinburgh,UK,13294,Ouest,Appartement,A louer,Tres bon etat,1985,122,2,1,1,416000,1350,3.9,3409.84,-0.2,5.4,4.8,11.9,58,7102,2791,87,39,Demande > Offre,Oui,Fibre 1Gbps,Non,Oui,Moyen (5-15 min),Non,Oui
RE001703,2025-05-25,2025,5,Sharjah,UAE,91462,Sud,Bureau,Vendu,A renover,1963,668,9,0,1,1492000,0,0.0,2233.53,-0.7,4.9,3.2,10.5,74,9368,941,68,66,Demande > Offre,Non,ADSL,Non,Non,Proche (moins 5 min),Oui,Non
RE001704,2025-01-26,2025,1,Sydney,Australia,30134,Nord,Duplex,A vendre,Neuf,1977,493,4,3,3,4226000,0,0.0,8572.01,-1.3,5.0,3.9,4.5,68,7412,4501,93,32,Demande > Offre,Oui,ADSL,Non,Non,Loin (plus 15 min),Oui,Oui
RE001705,2022-04-18,2022,4,Nice,France,94882,Quartier d'affaires,Entrepot,Vendu,Tres bon etat,1909,1785,4,0,1,10151000,0,0.0,5686.83,0.7,1.0,5.2,9.7,79,6317,3005,36,38,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Oui,Oui
RE001706,2025-08-04,2025,8,Singapore,Singapore,65594,Est,Entrepot,Loue,Ancien,1945,1779,10,0,1,6575000,16550,3.0,3695.9,-1.2,1.4,2.6,7.6,91,975,3505,54,32,Demande > Offre,Non,Fibre 1Gbps,Non,Non,Proche (moins 5 min),Non,Non
RE001707,2022-05-02,2022,5,New York,USA,82913,Quartier d'affaires,Entrepot,Vendu,A renover,1990,1895,3,0,1,6920000,0,0.0,3651.72,3.4,1.8,5.6,9.1,80,5297,1642,41,29,Demande > Offre,Non,ADSL,Oui,Non,Loin (plus 15 min),Non,Oui
